"job_id","job_title_short","company_name","total_jobs","company_size","salary_month_avg_$"
1145481,"Data Analyst","Racine County","2","Small","5841"
1428838,"Data Analyst","University of Wisconsin–Madison","11","Medium","5842"
236493,"Data Analyst","Howard Hughes Medical Institute","6","Small","5848"
116946,"Data Analyst","Cal Poly, San Luis Obispo","1","Small","5858"
1170512,"Data Analyst","The Intersect Group","55","Large","5875"
228044,"Data Analyst","Deloitte","1700","Large","5883"
641048,"Data Analyst","Sedona Staffing Services","5","Small","5917"
659447,"Data Analyst","NYC DEPARTMENT OF FINANCE","1","Small","5937"
849540,"Data Analyst","ICI Services Corporation","4","Small","5958"
1698696,"Data Analyst","CVS Health","641","Large","5988"
1203355,"Data Analyst","Kupono Government Services, LLC","2","Small","6000"
486099,"Data Analyst","Fluence","13","Medium","6000"
646615,"Data Analyst","Publicis Groupe","689","Large","6000"
203258,"Data Analyst","California Health & Wellness","48","Medium","6021"
428130,"Data Analyst","Holy Family University","3","Small","6042"
1064002,"Data Analyst","LHH","311","Large","6042"
548795,"Data Analyst","NYC Health + Hospitals","21","Medium","6042"
468876,"Data Analyst","Coda Staffing","2","Small","6042"
873458,"Data Analyst","Robert Half","1863","Large","6042"
1118786,"Data Analyst","Career Transitions, LLC","7","Small","6042"
126451,"Data Analyst","HealthComp, LLC","1","Small","6042"
1262610,"Data Analyst","Insight Global","2254","Large","6042"
1074917,"Data Analyst","Begin Hire","1","Small","6042"
472467,"Data Analyst","Basalite Concrete Products","2","Small","6042"
1571809,"Data Analyst","Aditi Consulting","172","Large","6042"
1684855,"Data Analyst","Every Body Texas","2","Small","6042"
1330035,"Data Analyst","Jobot","1105","Large","6042"
243705,"Data Analyst","Every Body Texas","2","Small","6042"
1191449,"Data Analyst","Premier Health Network","1","Small","6042"
172682,"Data Analyst","Peraton","841","Large","6042"
1000196,"Data Analyst","Mindera","73","Large","6075"
313198,"Data Analyst","Publicis Groupe","689","Large","6075"
1097867,"Data Analyst","TransPerfect","76","Large","6075"
268386,"Data Analyst","Metyis","162","Large","6075"
1120896,"Data Analyst","TransPerfect","76","Large","6075"
651669,"Data Analyst","iCapital","14","Medium","6075"
78932,"Data Analyst","Debiopharm","1","Small","6075"
769341,"Data Analyst","Center for Open Science","2","Small","6083"
825825,"Data Analyst","City of Denton, TX","1","Small","6121"
583554,"Data Analyst","Redondo Beach","2","Small","6123"
418386,"Data Analyst","Bay Systems","1","Small","6167"
1338279,"Data Analyst","Retriever Medial Dental Payments LLC","1","Small","6167"
1471797,"Data Analyst","Mike Todd Construction","1","Small","6193"
246128,"Data Analyst","Archer","9","Small","6208"
1526311,"Data Analyst","PerkinElmer, Inc.","6","Small","6208"
1744683,"Data Analyst","Oak Technologies Inc","1","Small","6225"
841690,"Data Analyst","Office of the Chief Financial Officer (OCFO)","2","Small","6233"
764861,"Data Analyst","Chicken of the Sea","4","Small","6250"
493501,"Data Analyst","Xoriant Corporation","13","Medium","6250"
1513802,"Data Analyst","In Technology Group Inc (US)","3","Small","6250"
30596,"Data Analyst","AppleOne","47","Medium","6250"
522031,"Data Analyst","Xoriant Corporation","13","Medium","6250"
1461191,"Data Analyst","Zunch Staffing","2","Small","6250"
1187913,"Data Analyst","Gehr Industries, Inc.","1","Small","6250"
1051584,"Data Analyst","Puyenpa Services LLC","1","Small","6250"
1282776,"Data Analyst","NBCUniversal","196","Large","6250"
1366670,"Data Analyst","NAZTEC Int. Group","2","Small","6250"
14027,"Data Analyst","SmartSource Technical Solutions","1","Small","6250"
519785,"Data Analyst","Venture Personnel","5","Small","6250"
1065749,"Data Analyst","Chicken of the Sea","4","Small","6250"
1390332,"Data Analyst","Motion Recruitment","992","Large","6250"
1521324,"Data Analyst","Primary Wave Music Publishing, LLC","3","Small","6250"
46550,"Data Analyst","Venture Personnel","5","Small","6250"
1716629,"Data Analyst","Amazee Global Ventures Inc","10","Medium","6250"
210881,"Data Analyst","CyberCoders","542","Large","6250"
290406,"Data Analyst","Robert Half","1863","Large","6250"
1279841,"Data Analyst","Mason Frank International, Leader In Salesforce Recruitment","3","Small","6250"
1078256,"Data Analyst","Healthcare Association of New York State","5","Small","6292"
1068141,"Data Analyst","ServiceTitan","20","Medium","6292"
350084,"Data Analyst","Lifescale Analytics","7","Small","6292"
801078,"Data Analyst","Santa Clara University","6","Small","6310"
757196,"Data Analyst","UiPath","10","Medium","6333"
1196233,"Data Analyst","North Lauderdale","2","Small","6382"
1693928,"Data Analyst","Baltimore City Public Schools","40","Medium","6396"
880404,"Data Analyst","The Intelligence Group LLC","1","Small","6417"
974504,"Data Analyst","Get It Recruit - Information Technology","932","Large","6417"
246716,"Data Analyst","Centene Corporation","453","Large","6438"
298964,"Data Analyst","Ledgent Technology","78","Large","6458"
106047,"Data Analyst","Harnham","2551","Large","6458"
1384117,"Data Analyst","LUMISOURCE, LLC","1","Small","6458"
1042420,"Data Analyst","SmartSource, Inc","1","Small","6458"
985359,"Data Analyst","Connexions Data Inc","3","Small","6458"
764287,"Data Analyst","Interactive Resources - iR","29","Medium","6458"
1101994,"Data Analyst","NBCUniversal","196","Large","6458"
1185474,"Data Analyst","CyberCoders","542","Large","6458"
248343,"Data Analyst","Modis","259","Large","6458"
281220,"Data Analyst","Title Nine","1","Small","6458"
1792892,"Data Analyst","AEG Worldwide","5","Small","6498"
1723219,"Data Analyst","Visual Connections, LLC","1","Small","6500"
1196823,"Data Analyst","Singer Vehicle Design","3","Small","6533"
1528513,"Data Analyst","Stanford University","283","Large","6562"
191210,"Data Analyst","Stanford University","283","Large","6562"
189043,"Data Analyst","Apex Systems","521","Large","6583"
737094,"Data Analyst","Infocodec Solutions","4","Small","6594"
387001,"Data Analyst","Binance.US","50","Medium","6600"
1043243,"Data Analyst","Sertis","63","Large","6600"
1661,"Data Analyst","Publicis Groupe","689","Large","6600"
475521,"Data Analyst","Nubank","88","Large","6600"
51221,"Data Analyst","Bosch Group","843","Large","6600"
1431198,"Data Analyst","Amazon.com","62","Large","6600"
209495,"Data Analyst","CI&T","137","Large","6600"
290827,"Data Analyst","Melio","18","Medium","6600"
725569,"Data Analyst","Bluevine","13","Medium","6600"
769789,"Data Analyst","Model N","1","Small","6600"
1032002,"Data Analyst","Innovaccer","17","Medium","6600"
291728,"Data Analyst","Amazon.com","62","Large","6600"
1606707,"Data Analyst","USC","6","Small","6661"
1539010,"Data Analyst","Citi","2186","Large","6661"
128037,"Data Analyst","Citi","2186","Large","6661"
430789,"Data Analyst","Get It Recruit - Technology","4","Small","6664"
1492000,"Data Analyst","London Approach","6","Small","6667"
280087,"Data Analyst","Noble Hearts HR Consulting","1","Small","6667"
932815,"Data Analyst","Vaco Technology","76","Large","6667"
1372551,"Data Analyst","Rocketship Financial Corporation","1","Small","6667"
806429,"Data Analyst","Brooksource","250","Large","6667"
620584,"Data Analyst","Arconic","9","Small","6667"
547485,"Data Analyst","Arconic","9","Small","6667"
193691,"Data Analyst","Feit Electric","1","Small","6667"
732829,"Data Analyst","who... a staffing company","1","Small","6667"
1625020,"Data Analyst","Client of Insight Global","1","Small","6667"
6083,"Data Analyst","EUCON AMERICAS LLC","1","Small","6667"
146499,"Data Analyst","Talent Solutions Group Inc","7","Small","6667"
2644,"Data Analyst","Commodities Trading Shop","1","Small","6667"
522727,"Data Analyst","Acadia Technologies, Inc.","142","Large","6667"
1796340,"Data Analyst","Robert Half","1863","Large","6667"
1391161,"Data Analyst","Titan Advisors, LLC","1","Small","6667"
1236616,"Data Analyst","Peraton","841","Large","6667"
483152,"Data Analyst","New World Now LLC","1","Small","6667"
694421,"Data Analyst","Robert Half","1863","Large","6667"
764258,"Data Analyst","SIGCO, Inc.","1","Small","6667"
303826,"Data Analyst","Georgia State University","10","Medium","6667"
538560,"Data Analyst","LHH","311","Large","6667"
389597,"Data Analyst","Mitchell Martin, Inc","1","Small","6667"
446036,"Data Analyst","California Polytechnic State University","6","Small","6708"
228740,"Data Analyst","University of Florida","139","Large","6708"
1161369,"Data Analyst","Cal Poly","1","Small","6708"
841366,"Data Analyst","Devoteam","470","Large","6738"
380940,"Data Analyst","Charger Logistics Inc","87","Large","6738"
1068046,"Data Analyst","Allucent","5","Small","6738"
646380,"Data Analyst","Shippeo","33","Medium","6738"
208731,"Data Analyst","Charger Logistics Inc","87","Large","6738"
1776487,"Data Analyst","Publicis Groupe","689","Large","6738"
758147,"Data Analyst","Extreme Networks","33","Medium","6738"
563195,"Data Analyst","Mention Me","1","Small","6738"
1333969,"Data Analyst","Get It Recruit - Real Estate","21","Medium","6750"
449723,"Data Analyst","TripAdvisor","67","Large","6750"
264146,"Data Analyst","Office of the New York State Attorney General","2","Small","6754"
1436603,"Data Analyst","New York State Office of the Attorney General","1","Small","6754"
35907,"Data Analyst","State of New Mexico","10","Medium","6777"
401026,"Data Analyst","Fortuna BMC","9","Small","6779"
846250,"Data Analyst","Fortuna BMC","9","Small","6779"
379665,"Data Analyst","Fortuna BMC","9","Small","6779"
378125,"Data Analyst","Seneca Resources","41","Medium","6792"
274160,"Data Analyst","Kforce Technology Staffing","106","Large","6792"
896376,"Data Analyst","Sun Life","114","Large","6796"
101450,"Data Analyst","Johns Hopkins University","153","Large","6804"
1662802,"Data Analyst","Rutgers University","50","Medium","6807"
1681127,"Data Analyst","Rutgers University","50","Medium","6807"
507597,"Data Analyst","The Computer Merchant, Ltd.","7","Small","6833"
1481014,"Data Analyst","Citi","2186","Large","6869"
964012,"Data Analyst","Citi","2186","Large","6869"
1580766,"Data Analyst","Healthcare Association of New York State","5","Small","6875"
486713,"Data Analyst","Complete HR Solutions","3","Small","6875"
212629,"Data Analyst","Pro-Mart Industries, Inc.","1","Small","6875"
219137,"Data Analyst","Excel Global Solutions","3","Small","6875"
494112,"Data Analyst","Ontic","12","Medium","6875"
1714124,"Data Analyst","Geopaq Logic","5","Small","6875"
691797,"Data Analyst","SyllogisTeks","8","Small","6875"
863059,"Data Analyst","Confidential","1232","Large","6875"
934891,"Data Analyst","CyberCoders","542","Large","6875"
219486,"Data Analyst","Ledgent Technology","78","Large","6875"
984054,"Data Analyst","Charles B. Wang Community Health Center","2","Small","6875"
1780837,"Data Analyst","Trinity Intl.","3","Small","6910"
604141,"Data Analyst","Alameda Health Consortium/Community Health Center Network","5","Small","6917"
176912,"Data Analyst","Alameda Health Consortium/Community Health Center Network","5","Small","6917"
1526310,"Data Analyst","Lifespace Communities, Inc.","1","Small","6937"
949315,"Data Analyst","Northrop Grumman","355","Large","6958"
434783,"Data Analyst","Atlanta Regional Commission","14","Medium","6989"
496170,"Data Analyst","Atlanta Regional Commission","14","Medium","6989"
1728825,"Data Analyst","New York University","57","Large","7000"
950719,"Data Analyst","TECHEAD","6","Small","7000"
79864,"Data Analyst","Hyundai AutoEver America","8","Small","7025"
1756680,"Data Analyst","Texas Department of Transportation","19","Medium","7040"
543372,"Data Analyst","Jamaica Hospital Medical Center","1","Small","7083"
